1_P1,1_P2,1_T,1_F,1_CV,1_X,1_PV,Juice temperature inlet,Juice temperature outlet,Juice density inlet,Juice density outlet,Steam flow,Steam pressure,Steam temperature,Vapour pressure,Vapour temperature,2_P1,2_P2,2_T,2_PV,2_CV,2_X,3_P1,3_P2,3_T,3_F,3_CV,3_X,3_PV,3_Steam flow,3_Steam pressure,3_Steam temperature,drifting
632.5,348.2,97.0,364.1,34.6,33.1,48.7,129.2,134.4,12.8,26.4,65.4,261.2,138.9,174.6,133.5,496.9,169.7,94.6,51.6,71.9,71.9,3514.5,2671.6,99.8,34.8,42.3,41.2,50.9,14.1,2478.1,396.2,0
633.2,346.0,97.1,362.3,34.0,33.7,49.0,129.2,134.4,12.8,26.5,64.5,261.0,138.9,174.6,133.5,496.2,169.5,94.5,51.9,71.6,71.8,3496.0,2666.7,99.7,32.6,45.3,44.3,49.8,14.2,2478.1,396.2,0
635.2,342.6,97.1,361.2,34.7,33.6,49.1,129.2,134.4,12.8,26.6,66.2,261.4,138.9,174.6,133.5,496.5,169.7,94.5,52.3,71.9,71.9,3522.3,2621.7,99.8,25.5,54.7,49.8,48.8,14.3,2478.1,396.3,0
636.1,349.2,97.0,361.3,34.5,33.1,49.3,129.2,134.4,12.8,26.5,65.1,261.4,138.9,174.5,133.5,495.0,169.7,94.5,52.7,72.4,71.6,3547.7,2617.8,99.8,18.7,60.3,56.8,48.9,14.1,2478.1,396.2,0
637.6,341.6,97.0,360.8,35.0,33.7,49.4,129.2,134.4,12.8,26.7,64.3,261.1,138.9,174.5,133.5,495.5,169.2,94.5,52.7,72.1,71.6,3543.8,2626.6,99.8,16.8,49.3,60.0,49.3,14.0,2479.1,396.2,0
642.0,340.7,97.0,358.4,35.1,33.6,49.2,129.2,134.4,12.8,26.7,64.9,261.3,138.9,174.5,133.5,495.5,169.5,94.5,52.1,72.2,72.0,3543.8,2655.9,99.7,19.1,51.6,56.7,49.0,14.0,2478.1,396.2,0
644.4,340.9,97.1,357.1,35.0,34.6,49.4,129.2,134.4,12.8,26.7,65.1,261.1,138.9,174.7,133.5,496.2,169.5,94.4,52.8,72.5,71.7,3536.0,2658.9,99.9,23.3,47.0,51.7,48.1,14.0,2478.1,396.3,0
642.7,347.3,97.1,356.7,35.1,33.7,49.2,129.3,134.4,12.8,26.6,64.1,261.0,138.9,174.5,133.5,496.5,169.7,94.5,52.2,72.2,71.6,3524.3,2663.7,99.8,28.4,49.8,47.4,50.7,14.0,2478.1,396.3,0
645.7,342.6,97.0,356.0,35.1,34.5,49.5,129.2,134.4,12.8,26.7,64.6,261.4,138.9,174.5,133.5,496.7,169.7,94.5,51.6,72.2,71.7,3546.8,2647.1,99.9,29.1,48.0,50.1,49.8,14.1,2479.1,396.3,0
645.2,339.4,97.0,355.6,35.3,34.9,49.1,129.2,134.4,12.8,26.9,63.5,261.1,138.9,174.5,133.5,496.5,169.7,94.6,51.8,72.0,71.8,3531.1,2666.7,99.8,28.8,49.6,49.6,49.0,13.8,2479.1,396.3,0
644.0,338.9,97.0,354.9,34.4,35.0,49.5,129.2,134.4,12.8,26.9,64.4,261.0,139.0,174.5,133.5,495.7,169.2,94.6,51.5,72.0,72.0,3508.7,2655.9,99.8,27.0,57.9,49.3,50.2,13.9,2479.1,396.2,0
642.2,337.0,97.1,354.9,35.2,34.1,49.3,129.2,134.4,12.8,26.8,64.4,261.1,138.9,174.6,133.5,495.7,169.5,94.6,52.1,71.7,71.8,3523.3,2627.6,99.8,20.0,53.8,55.7,52.5,14.2,2479.1,396.3,0
641.3,344.6,97.0,355.1,34.9,33.9,49.6,129.2,134.4,12.8,26.7,64.0,261.1,139.0,174.5,133.5,496.2,169.5,94.6,51.7,71.9,71.7,3510.6,2635.4,99.8,18.8,43.9,57.8,50.1,14.0,2479.1,396.3,0
641.0,344.8,97.0,355.6,35.4,34.5,49.1,129.2,134.4,12.8,26.7,64.9,261.1,139.0,174.7,133.5,495.5,169.5,94.6,52.2,72.0,71.7,3505.7,2654.0,99.8,21.3,51.0,53.7,49.7,13.9,2479.1,396.1,0
644.4,342.9,97.0,355.7,34.7,33.9,49.3,129.2,134.4,12.8,26.8,63.7,261.2,138.9,174.6,133.5,495.2,169.5,94.5,52.5,72.3,71.7,3516.5,2653.0,99.8,24.4,51.3,50.7,50.0,14.0,2479.1,396.3,0
640.8,348.0,97.0,356.3,35.0,34.6,49.2,129.2,134.4,12.8,26.9,64.5,261.0,138.9,174.6,133.5,495.0,169.7,94.6,52.6,72.6,71.2,3557.5,2634.4,99.8,24.7,54.3,52.0,51.3,13.9,2478.1,396.2,0
639.6,341.9,97.0,356.3,34.7,34.1,49.1,129.2,134.4,12.8,26.9,65.2,261.3,138.9,174.5,133.5,496.5,169.5,94.6,52.2,72.4,71.9,3553.6,2649.1,99.9,25.2,47.0,54.5,50.4,14.0,2478.1,396.3,0
635.9,340.2,97.0,356.4,34.8,34.0,49.1,129.2,134.4,12.8,26.9,64.7,260.9,138.9,174.5,133.5,496.5,169.5,94.5,51.7,72.1,71.8,3530.2,2659.8,99.9,27.1,48.5,51.9,50.9,14.1,2479.1,396.3,0
635.9,342.6,97.0,357.6,34.2,33.8,48.6,129.2,134.3,12.8,26.9,64.6,261.7,138.9,174.4,133.5,496.9,169.5,94.5,51.8,72.2,72.0,3522.3,2654.9,99.8,28.9,53.3,48.4,50.6,14.1,2478.1,396.3,0
633.5,348.0,97.1,358.2,34.0,33.6,49.1,129.2,134.3,12.8,26.8,65.0,261.5,138.9,174.5,133.5,496.5,169.7,94.5,51.6,71.9,72.0,3520.4,2641.3,99.8,23.4,54.2,52.9,50.5,14.1,2479.1,396.3,0
631.0,353.1,97.0,360.6,34.7,33.0,48.8,129.2,134.3,12.8,26.7,64.3,261.4,138.9,174.6,133.5,496.5,169.5,94.6,51.7,72.0,71.9,3512.6,2638.3,99.8,21.8,51.7,54.1,50.0,14.0,2479.1,396.3,0
629.5,347.3,97.0,362.3,34.2,32.0,49.2,129.2,134.3,12.8,26.7,64.6,261.1,139.0,174.7,133.5,496.2,169.5,94.5,51.8,71.8,71.7,3501.8,2657.9,99.7,21.0,49.1,54.2,51.0,13.9,2479.1,396.2,0
634.4,346.3,97.0,362.4,35.0,33.6,48.9,129.2,134.4,12.8,26.6,64.9,261.5,138.9,174.5,133.5,495.7,169.5,94.5,52.2,71.9,72.0,3478.4,2659.8,99.8,24.3,49.0,50.4,50.5,14.0,2478.1,396.3,0
640.3,334.3,97.0,361.8,34.3,33.8,49.3,129.2,134.3,12.8,26.5,63.9,261.6,138.9,174.7,133.5,495.2,169.7,94.6,52.5,72.1,71.6,3497.9,2650.1,99.8,27.4,49.2,47.7,49.5,14.0,2479.1,396.3,0
643.0,341.9,97.0,359.1,35.0,32.8,48.9,129.2,134.3,12.8,26.4,65.1,261.2,139.0,174.5,133.5,495.0,169.2,94.5,52.9,72.3,71.5,3538.9,2649.1,99.8,26.1,54.8,52.7,50.0,14.1,2479.1,396.2,0
637.6,343.1,97.1,358.4,34.2,33.6,49.3,129.2,134.4,12.8,26.3,64.8,261.1,139.0,174.7,133.5,495.2,169.7,94.6,52.6,72.5,71.7,3562.4,2638.3,99.7,25.0,53.6,54.6,50.9,14.0,2478.1,396.2,0
632.2,347.0,97.1,358.6,34.9,34.5,49.2,129.2,134.3,12.8,26.3,64.9,261.6,138.9,174.6,133.5,495.5,169.7,94.6,51.9,72.1,71.8,3556.5,2654.9,99.7,25.8,46.8,54.0,50.6,14.1,2479.1,396.3,0
631.7,346.5,97.0,359.7,34.6,32.8,49.0,129.2,134.4,12.8,26.3,65.1,261.5,138.9,174.4,133.5,495.0,169.5,94.5,51.5,72.2,72.0,3521.4,2658.9,99.8,29.4,36.3,49.7,49.1,14.2,2478.1,396.2,0
633.2,349.0,97.1,360.2,34.5,33.5,48.7,129.2,134.3,12.8,26.3,64.4,261.6,138.9,174.5,133.5,496.2,169.5,94.6,51.9,71.9,71.9,3478.4,2670.6,99.8,30.4,47.7,44.4,49.1,14.1,2478.1,396.3,0
636.4,349.7,97.0,360.4,33.8,33.9,48.5,129.2,134.3,12.8,26.3,65.3,261.7,139.0,174.4,133.5,496.0,169.5,94.7,52.2,71.9,72.4,3490.1,2632.5,99.8,26.4,60.4,46.8,50.8,14.0,2479.1,396.3,0
633.0,343.3,97.0,360.2,33.9,34.1,48.5,129.2,134.3,12.8,26.3,64.9,261.7,138.9,174.7,133.5,496.7,169.2,94.6,51.7,72.1,71.8,3534.1,2629.5,99.8,17.8,54.5,58.3,50.5,14.0,2478.1,396.2,0
627.1,349.9,97.0,362.3,33.6,33.7,48.2,129.2,134.3,12.8,26.2,64.6,261.6,139.0,174.7,133.5,496.0,169.5,94.6,52.3,72.1,71.9,3533.1,2642.2,99.8,16.9,45.6,60.9,50.0,14.1,2478.1,396.2,0
625.6,357.0,97.1,364.3,33.2,32.8,48.8,129.2,134.3,12.8,26.3,65.5,261.9,138.9,174.6,133.5,495.0,169.7,94.6,52.9,72.0,71.5,3537.0,2655.9,99.8,21.5,45.4,55.7,51.2,14.0,2477.2,396.3,0
618.1,351.2,97.0,367.3,34.2,32.4,48.9,129.2,134.3,12.8,26.6,64.4,261.8,139.0,174.5,133.5,495.2,169.5,94.5,52.8,72.6,71.6,3532.1,2659.8,99.8,27.2,45.3,50.6,50.6,14.2,2478.1,396.3,0
624.9,350.2,97.1,368.6,34.4,33.1,49.7,129.2,134.3,12.8,26.7,64.2,261.5,138.9,174.7,133.5,495.5,169.7,94.6,52.0,72.5,71.8,3530.2,2650.1,99.7,30.3,48.9,47.5,49.1,14.1,2478.1,396.2,0
634.2,340.2,97.0,367.4,35.4,33.1,49.5,129.2,134.3,12.8,26.8,65.2,261.6,139.0,174.7,133.5,496.9,169.2,94.6,51.6,71.7,72.1,3575.1,2624.7,99.8,25.8,57.7,53.2,51.2,14.2,2478.1,396.2,0
642.0,335.3,97.1,359.7,35.1,34.6,49.8,129.2,134.3,12.8,26.7,64.7,262.1,139.0,174.8,133.5,496.2,169.5,94.7,52.0,71.9,71.7,3560.4,2636.4,99.8,22.5,53.9,57.1,50.1,14.2,2478.1,396.2,0
643.0,336.8,97.1,356.7,35.5,32.9,49.0,129.2,134.3,12.8,26.7,65.7,262.0,139.0,174.7,133.5,495.7,169.5,94.5,51.7,72.2,71.8,3503.8,2650.1,99.8,23.0,50.6,54.7,49.3,14.4,2479.1,396.3,0
650.1,336.0,97.0,355.2,34.5,34.3,49.2,129.2,134.3,12.8,26.7,64.4,261.7,139.0,174.7,133.5,496.2,169.5,94.6,51.6,71.9,71.8,3487.2,2644.2,99.8,24.6,52.2,50.8,51.1,14.0,2478.1,396.3,0
642.0,341.4,97.0,353.5,34.8,33.6,49.0,129.2,134.3,12.8,26.8,65.0,261.9,138.9,174.8,133.5,496.9,169.2,94.5,51.9,72.2,71.8,3501.8,2613.9,99.8,22.0,60.2,51.8,49.6,14.1,2478.1,396.3,0
637.6,345.3,97.1,354.1,34.4,34.5,49.2,129.1,134.3,12.8,26.7,64.7,261.8,139.0,174.8,133.5,495.5,169.7,94.6,52.2,72.2,71.7,3539.9,2626.6,99.8,16.6,50.9,59.9,50.7,14.1,2479.1,396.3,0
633.7,349.5,97.0,357.1,34.7,33.6,49.1,129.2,134.3,12.8,26.7,64.6,261.7,139.0,174.8,133.5,495.5,169.2,94.6,52.5,72.1,71.5,3548.7,2643.2,99.7,17.5,43.2,58.6,48.0,14.0,2479.1,396.2,0
636.4,347.7,97.1,359.0,34.4,33.3,48.8,129.2,134.3,12.8,26.6,64.7,261.9,139.0,174.7,133.5,495.7,169.5,94.6,52.8,72.4,71.6,3534.1,2659.8,99.7,21.4,60.9,54.2,50.5,14.2,2478.1,396.3,0
634.7,345.5,97.1,359.6,34.3,33.2,49.3,129.2,134.3,12.8,26.6,65.0,262.1,139.0,174.8,133.5,495.5,169.5,94.6,52.7,72.4,71.6,3583.9,2613.9,99.7,21.0,61.4,54.5,48.4,14.1,2478.1,396.3,0
633.7,341.6,97.1,360.1,34.7,32.5,49.0,129.2,134.3,12.8,26.5,64.5,261.9,139.0,174.7,133.5,496.5,169.2,94.5,51.9,72.3,72.0,3592.7,2621.7,99.7,17.3,59.9,61.6,50.1,14.1,2478.1,396.3,0
635.9,345.1,97.1,360.3,34.5,33.6,49.2,129.2,134.3,12.8,26.7,64.2,261.9,139.0,174.9,133.5,495.7,169.5,94.6,52.0,71.7,71.7,3580.0,2642.2,99.8,18.4,51.2,60.7,50.3,14.2,2477.2,396.5,0
635.4,342.6,97.0,360.3,34.7,34.5,48.6,129.2,134.3,12.8,26.8,65.3,261.8,139.0,174.8,133.5,496.7,169.2,94.7,51.7,72.1,71.6,3548.7,2647.1,99.8,22.9,53.1,55.7,50.5,14.2,2478.1,396.3,0
633.2,346.0,97.1,360.4,33.7,33.7,48.9,129.2,134.3,12.8,26.8,65.4,262.2,139.0,174.8,133.5,496.0,169.5,94.6,51.6,71.9,71.8,3514.5,2654.9,99.7,26.8,42.2,51.8,49.2,14.2,2477.2,396.2,0
635.4,344.1,97.1,360.2,34.3,33.3,48.6,129.2,134.3,12.8,26.7,64.8,262.0,139.0,174.8,133.5,496.9,169.5,94.6,51.8,72.4,71.9,3482.3,2657.9,99.7,29.3,48.4,46.8,51.6,14.2,2478.1,396.3,0
631.3,350.4,97.1,361.7,33.8,32.4,48.9,129.2,134.2,12.8,26.6,64.6,262.1,139.0,174.9,133.5,495.7,169.2,94.5,52.1,72.0,72.0,3492.1,2638.3,99.8,27.6,50.9,49.3,48.6,14.3,2478.1,396.5,0
627.6,339.9,97.0,364.2,34.2,32.6,48.2,129.2,134.3,12.8,26.5,64.8,262.1,139.0,174.7,133.5,495.5,169.7,94.7,52.4,72.0,71.7,3501.8,2645.2,99.8,24.9,34.8,50.1,48.1,14.1,2479.1,396.3,0
628.6,343.8,97.1,365.1,33.0,32.7,48.4,129.2,134.2,12.8,26.5,64.6,261.9,139.0,174.7,133.5,495.5,170.0,94.6,52.7,72.3,71.3,3518.4,2666.7,99.8,25.4,49.5,50.1,50.2,14.1,2478.1,396.5,0
622.5,341.4,97.1,365.6,33.6,32.2,49.0,129.2,134.2,12.8,26.4,64.5,262.1,139.0,174.9,133.5,496.5,170.0,94.5,52.5,72.5,71.4,3545.8,2643.2,99.7,27.1,60.0,49.1,51.5,13.9,2479.1,396.3,0
626.1,351.4,97.1,365.6,34.3,32.4,49.6,129.2,134.2,12.8,26.4,64.7,261.8,139.0,174.7,133.5,497.4,169.5,94.6,51.7,72.0,71.9,3556.5,2630.5,99.7,20.6,58.2,59.2,48.6,14.1,2478.1,396.3,0
630.5,350.4,97.1,365.6,35.4,32.8,49.7,129.2,134.2,12.8,26.5,65.0,261.8,139.0,174.8,133.5,496.5,169.2,94.5,51.8,71.8,71.7,3540.9,2637.4,99.7,20.0,50.4,60.0,49.9,14.0,2478.1,396.3,0
643.0,338.5,97.1,362.0,35.2,34.3,49.2,129.2,134.2,12.8,26.7,64.4,262.0,139.0,174.8,133.5,496.9,169.2,94.6,51.7,71.9,71.9,3516.5,2643.2,99.7,23.2,49.3,55.7,50.3,14.1,2478.1,396.3,0
640.3,335.3,97.1,358.0,34.6,34.8,49.2,129.2,134.3,12.8,26.7,64.8,261.9,139.0,174.8,133.5,496.5,169.5,94.6,51.7,72.1,71.5,3494.0,2639.3,99.7,26.2,52.4,51.7,50.2,14.0,2478.1,396.3,0
643.5,336.0,97.1,356.5,34.5,33.3,48.9,129.1,134.2,12.8,26.8,64.1,262.0,139.0,174.8,133.5,496.7,169.7,94.6,52.2,72.3,72.0,3498.9,2642.2,99.7,25.5,52.6,52.3,49.7,14.1,2478.1,396.3,0
637.6,347.3,97.1,356.2,34.2,33.9,49.2,129.2,134.2,12.8,26.7,64.6,262.0,139.0,174.7,133.5,496.7,169.5,94.6,52.2,72.1,72.1,3519.4,2648.1,99.7,25.1,53.1,52.4,50.2,14.2,2478.1,396.2,0
630.8,348.0,97.1,358.9,34.3,32.9,48.8,129.2,134.2,12.8,26.7,64.5,261.6,139.0,174.8,133.5,495.5,169.5,94.6,52.5,72.2,71.7,3527.2,2644.2,99.7,24.2,53.4,52.9,50.5,14.1,2478.1,396.3,0
631.5,346.0,97.0,360.7,34.1,32.8,49.2,129.2,134.2,12.8,26.6,63.9,261.8,139.0,174.9,133.5,496.5,169.2,94.7,52.8,72.4,71.4,3555.6,2649.1,99.7,23.2,52.1,53.8,48.3,14.0,2479.1,396.3,0
628.3,350.7,97.1,361.2,34.6,33.0,48.6,129.2,134.2,12.8,26.6,64.6,261.8,139.0,174.8,133.5,496.2,169.5,94.6,52.5,72.5,71.7,3524.3,2663.7,99.7,24.0,46.2,52.6,49.8,14.0,2478.1,396.3,0
632.7,353.8,97.1,362.9,33.7,33.2,48.6,129.1,134.2,12.8,26.5,64.4,261.9,139.0,174.8,133.5,496.7,169.5,94.6,51.6,72.3,72.0,3493.0,2657.9,99.7,27.0,54.6,47.1,51.4,14.1,2479.1,396.3,0
627.4,349.9,97.1,363.7,33.8,32.9,48.3,129.2,134.2,12.8,26.5,64.9,261.9,139.0,174.8,133.5,496.9,169.5,94.6,51.5,71.7,71.7,3523.3,2647.1,99.7,24.6,45.3,53.3,49.7,14.1,2479.1,396.3,0
626.6,353.8,97.1,364.1,33.2,31.8,48.6,129.2,134.2,12.8,26.6,64.1,262.1,139.0,174.7,133.5,496.5,169.2,94.6,51.6,71.8,72.1,3530.2,2664.7,99.7,23.3,41.9,53.7,51.1,14.0,2478.1,396.3,0
623.9,349.9,97.1,365.3,33.7,32.5,48.7,129.2,134.2,12.8,26.5,63.9,261.4,139.0,174.8,133.5,497.7,169.5,94.7,51.6,72.0,71.9,3514.5,2669.6,99.8,27.9,56.5,50.1,49.1,14.1,2478.1,396.3,0
621.5,357.0,97.1,367.4,33.7,32.8,48.4,129.1,134.2,12.8,26.5,64.4,261.6,139.0,174.8,133.5,497.2,169.5,94.6,51.7,71.9,72.2,3537.0,2615.9,99.7,28.1,58.9,49.3,50.6,13.9,2479.1,396.3,0
616.6,354.6,97.1,368.6,33.4,32.8,48.4,129.2,134.2,12.8,26.5,64.4,261.7,139.0,174.8,133.5,495.7,169.7,94.6,51.7,72.1,71.8,3542.9,2642.2,99.9,22.3,47.8,56.6,51.3,14.0,2477.2,396.2,0
620.8,355.3,97.1,368.7,33.3,33.0,48.3,129.1,134.2,12.8,26.4,64.8,262.2,139.0,174.7,133.5,495.2,169.2,94.5,52.5,72.1,71.7,3513.6,2657.9,99.8,23.3,49.5,53.3,50.4,14.0,2478.1,396.3,0
625.6,350.9,97.1,369.1,33.2,31.7,48.6,129.2,134.2,12.8,26.4,65.0,261.5,139.0,174.6,133.5,495.7,169.5,94.6,52.6,72.5,71.7,3497.9,2656.9,99.8,25.6,48.4,49.7,49.3,14.1,2478.1,396.3,0
623.9,353.1,97.1,368.6,33.5,32.8,48.2,129.2,134.2,12.8,26.4,63.5,261.7,139.0,174.8,133.5,495.0,169.7,94.5,52.0,72.8,71.7,3515.5,2636.4,99.8,26.8,59.8,47.8,49.8,13.9,2478.1,396.3,0
619.5,353.6,97.1,368.9,33.0,32.1,48.7,129.1,134.2,12.8,26.4,65.0,262.0,139.0,174.8,133.5,496.5,169.7,94.6,50.9,71.8,72.0,3539.9,2633.5,99.8,20.6,55.4,58.5,49.9,14.0,2479.1,396.5,0
620.3,358.0,97.1,368.6,33.7,32.5,48.5,129.1,134.2,12.8,26.3,65.9,261.6,139.0,174.7,133.5,496.5,169.5,94.6,51.8,71.6,71.7,3514.5,2648.1,99.8,18.7,44.2,58.0,48.3,14.1,2477.2,396.3,0
620.0,360.7,97.1,368.4,33.4,32.7,49.3,129.2,134.2,12.8,26.3,64.8,261.7,139.0,174.7,133.5,496.0,169.7,94.6,52.7,72.1,71.7,3477.4,2655.9,99.8,22.5,49.3,53.4,48.4,14.1,2479.1,396.3,0
630.5,353.6,97.1,368.4,34.7,33.1,49.2,129.2,134.2,12.8,26.3,64.3,261.5,139.0,174.8,133.5,496.0,169.2,94.6,52.5,72.7,71.4,3465.7,2649.1,99.9,26.9,48.7,49.2,49.0,13.9,2478.1,396.3,0
637.4,342.6,97.1,363.6,34.4,33.6,49.6,129.1,134.2,12.8,26.3,64.5,261.6,139.0,174.7,133.5,496.9,169.5,94.6,52.0,72.4,71.7,3491.1,2654.9,99.8,28.4,64.9,48.8,48.8,14.1,2479.1,396.3,0
637.4,344.3,97.0,360.9,35.1,33.4,49.5,129.1,134.2,12.8,26.3,63.9,261.4,139.0,174.8,133.5,496.5,169.5,94.6,51.5,72.0,71.7,3538.0,2618.8,99.8,24.6,64.5,52.3,49.9,13.9,2479.1,396.5,0
644.2,342.9,97.1,360.3,34.8,33.8,49.6,129.1,134.2,12.8,26.3,64.6,261.7,139.0,174.8,133.5,496.9,169.7,94.6,51.6,71.8,72.2,3571.2,2633.5,99.8,18.6,55.9,60.0,51.6,14.2,2478.1,396.2,0
639.6,343.1,97.1,357.0,35.2,34.3,49.7,129.1,134.1,12.8,26.2,64.8,261.3,139.0,174.7,133.5,497.4,169.5,94.6,51.6,71.9,72.1,3557.5,2646.2,99.9,20.1,43.0,58.2,50.9,13.9,2478.1,396.5,0
642.7,342.9,97.1,355.8,35.2,34.6,49.3,129.1,134.1,12.8,26.2,64.3,261.7,139.0,174.6,133.5,496.9,169.5,94.6,51.6,71.9,72.1,3529.2,2654.9,99.8,24.1,43.7,52.9,48.8,14.1,2478.1,396.3,0
646.4,340.4,97.1,354.7,34.6,34.3,49.0,129.1,134.1,12.8,26.3,64.5,261.9,139.0,174.7,133.5,496.5,169.5,94.6,51.6,71.9,72.0,3516.5,2649.1,99.8,25.8,55.2,48.4,50.0,14.0,2478.1,396.3,0
642.2,341.1,97.1,353.7,34.1,34.6,48.5,129.1,134.1,12.8,26.3,65.1,262.1,139.0,174.7,133.5,497.4,169.5,94.6,51.9,71.6,72.1,3531.1,2635.4,99.8,21.5,48.5,54.5,51.0,14.1,2477.2,396.5,0
632.7,352.6,97.1,355.6,33.5,34.3,49.0,129.1,134.1,12.8,26.3,65.2,261.6,139.0,174.8,133.5,496.2,169.2,94.6,52.4,71.8,71.6,3518.4,2644.2,99.8,23.2,62.8,54.0,49.8,14.0,2478.1,396.3,0
625.4,355.8,97.2,359.8,34.1,33.5,49.1,129.1,134.1,12.9,26.3,65.1,261.9,139.0,174.7,133.6,495.0,169.5,94.6,53.2,72.1,71.3,3551.6,2617.8,99.9,19.7,56.1,59.4,53.0,14.0,2478.1,396.2,0
627.4,350.7,97.1,361.7,34.3,33.2,49.6,129.1,134.1,12.9,26.3,64.7,261.7,139.0,174.8,133.5,494.7,169.5,94.5,52.6,72.5,71.6,3534.1,2643.2,99.7,18.5,57.5,61.0,51.9,14.0,2478.1,396.2,0
637.6,339.7,97.1,362.8,35.1,33.4,49.2,129.1,134.1,12.9,26.2,64.9,261.8,139.0,174.8,133.5,496.2,169.5,94.6,51.9,72.3,71.6,3541.9,2635.4,99.8,21.9,54.9,56.8,50.6,14.0,2477.2,396.3,0
641.0,342.4,97.1,359.5,34.5,33.9,49.2,129.1,134.1,12.9,26.2,64.1,261.3,139.0,174.7,133.5,496.5,169.5,94.6,51.6,72.2,71.7,3555.6,2647.1,99.8,24.1,41.5,54.6,51.4,14.0,2479.1,396.3,0
638.1,340.2,97.1,358.2,34.5,33.7,48.6,129.1,134.1,12.9,26.2,64.9,261.6,139.0,174.8,133.5,497.2,169.7,94.5,52.1,71.9,71.7,3527.2,2654.9,99.8,25.8,40.9,53.5,51.4,14.1,2478.1,396.2,0
636.6,350.9,97.1,357.8,33.4,32.8,48.6,129.1,134.1,12.9,26.2,64.1,261.7,139.0,174.7,133.5,496.9,169.7,94.6,51.5,71.7,72.0,3504.8,2663.7,99.8,28.3,44.0,48.8,50.5,14.0,2477.2,396.3,0
626.9,355.8,97.1,360.8,33.6,33.0,48.8,129.1,134.1,12.9,26.3,64.9,261.8,139.0,174.8,133.5,496.2,169.5,94.6,52.0,71.8,71.7,3515.5,2627.6,99.8,29.0,50.3,45.5,49.9,13.9,2478.1,396.3,0
625.6,353.1,97.1,364.6,33.9,32.9,49.0,129.1,134.1,12.9,26.6,64.4,261.7,139.0,174.7,133.5,497.4,169.5,94.6,51.8,72.2,71.4,3540.9,2613.9,99.9,22.9,62.7,52.0,51.7,14.0,2478.1,396.3,0
623.4,354.6,97.1,366.2,34.1,32.3,49.1,129.1,134.1,12.9,26.8,64.4,261.6,139.0,174.9,133.5,496.9,169.2,94.6,51.9,72.2,71.7,3539.9,2615.9,99.8,15.0,49.4,62.8,49.9,14.1,2477.2,396.5,0
633.9,349.9,97.1,365.8,34.2,32.3,48.9,129.1,134.1,12.9,26.8,64.3,261.7,139.0,174.8,133.5,495.0,169.5,94.6,52.7,72.1,71.6,3516.5,2634.4,99.8,15.8,57.7,61.7,50.2,14.1,2478.1,396.3,0
633.7,347.0,97.1,363.9,34.2,33.3,49.5,129.1,134.1,12.9,26.9,64.1,261.6,139.0,174.8,133.5,496.0,169.5,94.7,52.5,72.4,71.7,3519.4,2647.1,99.8,19.0,49.1,57.2,49.6,13.9,2477.2,396.2,0
636.6,348.5,97.1,362.4,34.9,33.1,49.4,129.1,134.1,12.9,26.9,63.5,261.4,139.0,174.7,133.5,496.0,169.5,94.7,52.4,72.1,71.5,3506.7,2653.0,99.8,22.4,55.1,52.8,49.8,13.9,2477.2,396.2,0
639.3,342.9,97.1,361.5,34.7,33.5,49.5,129.1,134.1,12.9,26.8,65.1,261.1,139.0,174.8,133.5,496.0,169.5,94.7,52.5,72.3,71.9,3556.5,2648.1,99.8,22.2,50.0,55.1,49.7,14.0,2477.2,396.3,0
641.8,351.2,97.1,360.6,34.9,33.4,48.8,129.1,134.1,12.9,26.7,64.7,261.6,139.0,174.8,133.5,496.2,169.2,94.7,51.9,72.3,71.6,3551.6,2654.9,99.8,23.4,36.3,55.5,51.1,14.0,2476.2,396.3,0
641.0,343.6,97.1,359.2,34.0,33.6,49.2,129.1,134.1,12.9,26.7,65.1,261.8,139.0,174.8,133.5,497.2,169.7,94.6,51.9,71.8,72.0,3523.3,2664.7,99.8,27.6,41.9,50.3,50.5,14.0,2478.1,396.2,0
636.1,344.6,97.1,358.4,34.4,34.8,48.9,129.1,134.1,12.9,26.6,64.4,261.5,139.0,174.9,133.5,496.9,169.7,94.6,51.7,72.3,71.8,3478.4,2661.8,99.9,30.8,45.7,46.6,48.8,14.1,2477.2,396.5,0
629.8,344.3,97.1,358.7,34.1,33.9,49.2,129.1,134.1,12.9,26.6,64.6,261.3,139.0,174.7,133.5,497.9,169.7,94.6,52.0,72.0,71.7,3502.8,2618.8,99.9,26.9,58.4,48.0,48.4,14.1,2477.2,396.5,0
631.5,348.0,97.1,360.6,34.5,33.1,48.9,129.1,134.1,12.9,26.6,64.0,261.7,139.0,174.7,133.5,496.9,170.0,94.7,51.9,71.9,72.0,3515.5,2633.5,99.8,19.1,57.4,57.6,48.8,13.9,2477.2,396.3,0
629.8,341.4,97.1,361.1,33.9,32.7,49.0,129.1,134.1,12.9,26.5,63.7,261.7,139.0,174.8,133.5,496.0,169.5,94.6,52.1,72.2,71.8,3531.1,2634.4,99.8,19.9,56.6,57.7,48.7,14.0,2477.2,396.2,0
629.8,347.0,97.1,361.2,34.1,33.0,48.8,129.1,134.1,12.9,26.5,64.3,261.7,139.0,174.7,133.5,496.2,169.7,94.6,52.5,72.4,71.5,3520.4,2648.1,99.9,21.1,51.3,55.5,50.2,14.0,2478.1,396.2,0
